"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"CHM00054511","BEIJING, CH","2015-03-10","35",,"21"
"CHM00054511","BEIJING, CH","2015-03-11","40",,"25"
"CHM00054511","BEIJING, CH","2015-03-12","42",,
"CHM00054511","BEIJING, CH","2015-03-13","43",,"27"
"CHM00054511","BEIJING, CH","2015-03-14","40","53",
"CHM00054511","BEIJING, CH","2015-03-15","52",,"32"
"CHM00054511","BEIJING, CH","2015-03-16","47",,
"CHM00054511","BEIJING, CH","2015-03-17","51",,
"CHM00054511","BEIJING, CH","2015-03-18","46",,
"CHM00054511","BEIJING, CH","2015-03-19","54",,"37"
"CHM00054511","BEIJING, CH","2015-03-20","60",,"45"
"CHM00054511","BEIJING, CH","2015-03-21","58",,
"CHM00054511","BEIJING, CH","2015-03-22","46",,
"CHM00054511","BEIJING, CH","2015-03-23","53",,"31"
"CHM00054511","BEIJING, CH","2015-03-24","49","62",
"CHM00054511","BEIJING, CH","2015-03-25","54",,
"CHM00054511","BEIJING, CH","2015-03-26","59",,
"CHM00054511","BEIJING, CH","2015-03-27","60",,"46"
"CHM00054511","BEIJING, CH","2015-03-28","61",,
"CHM00054511","BEIJING, CH","2015-03-29","63",,"47"
"CHM00054511","BEIJING, CH","2015-03-30","64",,
"CHM00054511","BEIJING, CH","2015-03-31","49","59",
"CHM00054511","BEIJING, CH","2015-04-01","49",,
"CHM00054511","BEIJING, CH","2015-04-02","49",,"40"
"CHM00054511","BEIJING, CH","2015-04-03","54",,"44"
"CHM00054511","BEIJING, CH","2015-04-04","56",,"45"
"CHM00054511","BEIJING, CH","2015-04-05","52",,
"CHM00054511","BEIJING, CH","2015-04-06","45",,
"CHM00054511","BEIJING, CH","2015-04-07","48",,
"CHM00054511","BEIJING, CH","2015-04-08","48",,
"CHM00054511","BEIJING, CH","2015-04-09","54",,"40"
"CHM00054511","BEIJING, CH","2015-04-10","60",,"44"
"CHM00054511","BEIJING, CH","2015-04-11","55",,
"CHM00054511","BEIJING, CH","2015-04-12","45",,
"CHM00054511","BEIJING, CH","2015-04-13","53",,
"CHM00054511","BEIJING, CH","2015-04-14","63",,"40"
"CHM00054511","BEIJING, CH","2015-04-15","65","78","49"
"CHM00054511","BEIJING, CH","2015-04-16","61",,
"CHM00054511","BEIJING, CH","2015-04-17","65",,"48"
"CHM00054511","BEIJING, CH","2015-04-18","64",,
"CHM00054511","BEIJING, CH","2015-04-19","59",,
"CHM00054511","BEIJING, CH","2015-04-20","63",,"43"
"CHM00054511","BEIJING, CH","2015-04-21","64",,
"CHM00054511","BEIJING, CH","2015-04-22","68",,"47"
"CHM00054511","BEIJING, CH","2015-04-23","65",,
"CHM00054511","BEIJING, CH","2015-04-24","66",,"48"
"CHM00054511","BEIJING, CH","2015-04-25","76",,"51"
"CHM00054511","BEIJING, CH","2015-04-26","77",,"60"
"CHM00054511","BEIJING, CH","2015-04-27","69",,
"CHM00054511","BEIJING, CH","2015-04-28","68",,
"CHM00054511","BEIJING, CH","2015-04-29","71",,"56"
"CHM00054511","BEIJING, CH","2015-04-30","74",,
"CHM00054511","BEIJING, CH","2015-05-01","62","80",
"CHM00054511","BEIJING, CH","2015-05-02","67","76",
"CHM00054511","BEIJING, CH","2015-05-03","66",,
"CHM00054511","BEIJING, CH","2015-05-04","66",,
"CHM00054511","BEIJING, CH","2015-05-05","69",,"54"
"CHM00054511","BEIJING, CH","2015-05-06","63",,
"CHM00054511","BEIJING, CH","2015-05-07","67",,"49"
"CHM00054511","BEIJING, CH","2015-05-08","65",,
"CHM00054511","BEIJING, CH","2015-05-09","55",,
"CHM00054511","BEIJING, CH","2015-05-10","49","54","47"
"CHM00054511","BEIJING, CH","2015-05-11","60",,"48"
"CHM00054511","BEIJING, CH","2015-05-12","65","82",
"CHM00054511","BEIJING, CH","2015-05-13","74","90","53"
"CHM00054511","BEIJING, CH","2015-05-14","72",,
"CHM00054511","BEIJING, CH","2015-05-15","68",,
"CHM00054511","BEIJING, CH","2015-05-16","75",,"52"
"CHM00054511","BEIJING, CH","2015-05-17","72","83",
"CHM00054511","BEIJING, CH","2015-05-18","73",,
"CHM00054511","BEIJING, CH","2015-05-19","71",,
"CHM00054511","BEIJING, CH","2015-05-20","75",,
"CHM00054511","BEIJING, CH","2015-05-21","73",,
"CHM00054511","BEIJING, CH","2015-05-22","74",,"59"
"CHM00054511","BEIJING, CH","2015-05-23","77",,"61"
"CHM00054511","BEIJING, CH","2015-05-24","80",,
"CHM00054511","BEIJING, CH","2015-05-25","82",,"69"
"CHM00054511","BEIJING, CH","2015-05-26","82",,
"CHM00054511","BEIJING, CH","2015-05-27","79",,
"CHM00054511","BEIJING, CH","2015-05-28","78",,
"CHM00054511","BEIJING, CH","2015-05-29","75",,
"CHM00054511","BEIJING, CH","2015-05-30","76",,
"CHM00054511","BEIJING, CH","2015-05-31","84",,"67"
"CHM00054511","BEIJING, CH","2015-06-01","81",,
"CHM00054511","BEIJING, CH","2015-06-02","80",,
"CHM00054511","BEIJING, CH","2015-06-03","81",,"63"
"CHM00054511","BEIJING, CH","2015-06-04","66","75",
"CHM00054511","BEIJING, CH","2015-06-05","76","90","60"
"CHM00054511","BEIJING, CH","2015-06-06","73",,
"CHM00054511","BEIJING, CH","2015-06-07","73",,
"CHM00054511","BEIJING, CH","2015-06-08","78",,"58"
"CHM00054511","BEIJING, CH","2015-06-09","76",,
"CHM00054511","BEIJING, CH","2015-06-10","69","76",
"CHM00054511","BEIJING, CH","2015-06-11","76",,"62"
"CHM00054511","BEIJING, CH","2015-06-12","76","84","64"
"CHM00054511","BEIJING, CH","2015-06-13","73",,
"CHM00054511","BEIJING, CH","2015-06-14","80",,"65"
"CHM00054511","BEIJING, CH","2015-06-15","80",,
"CHM00054511","BEIJING, CH","2015-06-16","79",,
"CHM00054511","BEIJING, CH","2015-06-17","78",,
"CHM00054511","BEIJING, CH","2015-06-18","81",,
"CHM00054511","BEIJING, CH","2015-06-19","67","77",
"CHM00054511","BEIJING, CH","2015-06-20","79",,"64"
"CHM00054511","BEIJING, CH","2015-06-21","80",,"70"
"CHM00054511","BEIJING, CH","2015-06-22","80",,"71"
"CHM00054511","BEIJING, CH","2015-06-23","82",,"71"
"CHM00054511","BEIJING, CH","2015-06-24","76",,
"CHM00054511","BEIJING, CH","2015-06-25","76",,
"CHM00054511","BEIJING, CH","2015-06-26","76",,"69"
"CHM00054511","BEIJING, CH","2015-06-27","79",,"71"
"CHM00054511","BEIJING, CH","2015-06-28","81",,
"CHM00054511","BEIJING, CH","2015-06-29","70",,
"CHM00054511","BEIJING, CH","2015-06-30","70",,
"CHM00054511","BEIJING, CH","2015-07-01","76",,
"CHM00054511","BEIJING, CH","2015-07-02","79",,
"CHM00054511","BEIJING, CH","2015-07-03","78","89","64"
"CHM00054511","BEIJING, CH","2015-07-04","71",,
"CHM00054511","BEIJING, CH","2015-07-05","77",,"64"
"CHM00054511","BEIJING, CH","2015-07-06","80",,
"CHM00054511","BEIJING, CH","2015-07-07","81",,"69"
"CHM00054511","BEIJING, CH","2015-07-08","82",,"72"
"CHM00054511","BEIJING, CH","2015-07-09","83",,
"CHM00054511","BEIJING, CH","2015-07-10","83","92","73"
"CHM00054511","BEIJING, CH","2015-07-11","85",,
"CHM00054511","BEIJING, CH","2015-07-12","86",,
"CHM00054511","BEIJING, CH","2015-07-13","91",,
"CHM00054511","BEIJING, CH","2015-07-14","87",,
"CHM00054511","BEIJING, CH","2015-07-15","80",,
"CHM00054511","BEIJING, CH","2015-07-16","75",,"70"
"CHM00054511","BEIJING, CH","2015-07-17","75",,
"CHM00054511","BEIJING, CH","2015-07-18","74",,"69"
"CHM00054511","BEIJING, CH","2015-07-19","74",,"70"
"CHM00054511","BEIJING, CH","2015-07-20","78",,"73"
"CHM00054511","BEIJING, CH","2015-07-21","77",,
"CHM00054511","BEIJING, CH","2015-07-22","79","88","70"
"CHM00054511","BEIJING, CH","2015-07-23","79",,"71"
"CHM00054511","BEIJING, CH","2015-07-24","80",,
"CHM00054511","BEIJING, CH","2015-07-25","84",,"73"
"CHM00054511","BEIJING, CH","2015-07-26","85",,"75"
"CHM00054511","BEIJING, CH","2015-07-27","81",,
"CHM00054511","BEIJING, CH","2015-07-28","81","89","74"
"CHM00054511","BEIJING, CH","2015-07-29","83",,
"CHM00054511","BEIJING, CH","2015-07-30","75",,
"CHM00054511","BEIJING, CH","2015-07-31","80",,"72"
"CHM00054511","BEIJING, CH","2015-08-01","76",,
"CHM00054511","BEIJING, CH","2015-08-02","80",,"73"
"CHM00054511","BEIJING, CH","2015-08-03","74",,
"CHM00054511","BEIJING, CH","2015-08-04","81",,"66"
"CHM00054511","BEIJING, CH","2015-08-05","79",,
"CHM00054511","BEIJING, CH","2015-08-06","79",,"72"
"CHM00054511","BEIJING, CH","2015-08-07","75",,
"CHM00054511","BEIJING, CH","2015-08-08","78","88","68"
"CHM00054511","BEIJING, CH","2015-08-09","83",,
"CHM00054511","BEIJING, CH","2015-08-10","84",,"76"
"CHM00054511","BEIJING, CH","2015-08-11","83",,
"CHM00054511","BEIJING, CH","2015-08-12","85",,
"CHM00054511","BEIJING, CH","2015-08-13","84",,"75"
"CHM00054511","BEIJING, CH","2015-08-14","80","91",
"CHM00054511","BEIJING, CH","2015-08-15","81",,
"CHM00054511","BEIJING, CH","2015-08-16","83",,
"CHM00054511","BEIJING, CH","2015-08-17","82",,
"CHM00054511","BEIJING, CH","2015-08-18","77",,
"CHM00054511","BEIJING, CH","2015-08-19","74",,
"CHM00054511","BEIJING, CH","2015-08-20","79",,
"CHM00054511","BEIJING, CH","2015-08-21","79",,
"CHM00054511","BEIJING, CH","2015-08-22","79",,
"CHM00054511","BEIJING, CH","2015-08-23","71",,
"CHM00054511","BEIJING, CH","2015-08-24","75",,
"CHM00054511","BEIJING, CH","2015-08-25","77",,
"CHM00054511","BEIJING, CH","2015-08-26","78",,
"CHM00054511","BEIJING, CH","2015-08-27","77",,
"CHM00054511","BEIJING, CH","2015-08-28","79",,
"CHM00054511","BEIJING, CH","2015-08-29","78",,"68"
"CHM00054511","BEIJING, CH","2015-08-30","71",,
"CHM00054511","BEIJING, CH","2015-08-31","68",,
"CHM00054511","BEIJING, CH","2015-09-01","70",,"66"
"CHM00054511","BEIJING, CH","2015-09-02","77",,
"CHM00054511","BEIJING, CH","2015-09-03","79",,
"CHM00054511","BEIJING, CH","2015-09-04","68",,
"CHM00054511","BEIJING, CH","2015-09-05","65",,"63"
"CHM00054511","BEIJING, CH","2015-09-06","72",,
"CHM00054511","BEIJING, CH","2015-09-07","74",,
"CHM00054511","BEIJING, CH","2015-09-08","72",,"62"
"CHM00054511","BEIJING, CH","2015-09-09","71",,
"CHM00054511","BEIJING, CH","2015-09-10","60",,
"CHM00054511","BEIJING, CH","2015-09-11","66",,"57"
"CHM00054511","BEIJING, CH","2015-09-12","68",,
"CHM00054511","BEIJING, CH","2015-09-13","71",,
"CHM00054511","BEIJING, CH","2015-09-14","68",,
"CHM00054511","BEIJING, CH","2015-09-15","67",,
"CHM00054511","BEIJING, CH","2015-09-16","69",,"59"
"CHM00054511","BEIJING, CH","2015-09-17","72",,"62"
"CHM00054511","BEIJING, CH","2015-09-18","72",,
"CHM00054511","BEIJING, CH","2015-09-19","72",,
"CHM00054511","BEIJING, CH","2015-09-20","70",,
"CHM00054511","BEIJING, CH","2015-09-21","72",,"62"
"CHM00054511","BEIJING, CH","2015-09-22","67","79",
"CHM00054511","BEIJING, CH","2015-09-23","70",,"59"
"CHM00054511","BEIJING, CH","2015-09-24","66",,
"CHM00054511","BEIJING, CH","2015-09-25","65",,
"CHM00054511","BEIJING, CH","2015-09-26","67",,"55"
"CHM00054511","BEIJING, CH","2015-09-27","71",,"60"
"CHM00054511","BEIJING, CH","2015-09-28","61",,
"CHM00054511","BEIJING, CH","2015-09-29","59",,
"CHM00054511","BEIJING, CH","2015-09-30","61",,"57"
"CHM00054511","BEIJING, CH","2015-10-01","60",,
"CHM00054511","BEIJING, CH","2015-10-02","65",,
"CHM00054511","BEIJING, CH","2015-10-03","64",,
"CHM00054511","BEIJING, CH","2015-10-04","63",,
"CHM00054511","BEIJING, CH","2015-10-05","64",,
"CHM00054511","BEIJING, CH","2015-10-06","67",,"57"
"CHM00054511","BEIJING, CH","2015-10-07","68","78",
"CHM00054511","BEIJING, CH","2015-10-08","57",,
"CHM00054511","BEIJING, CH","2015-10-09","57",,"47"
"CHM00054511","BEIJING, CH","2015-10-10","57",,"50"
"CHM00054511","BEIJING, CH","2015-10-11","60",,
"CHM00054511","BEIJING, CH","2015-10-12","62","78",
"CHM00054511","BEIJING, CH","2015-10-13","63",,"47"
"CHM00054511","BEIJING, CH","2015-10-14","59",,
"CHM00054511","BEIJING, CH","2015-10-15","62",,
"CHM00054511","BEIJING, CH","2015-10-16","60",,
"CHM00054511","BEIJING, CH","2015-10-17","61",,
"CHM00054511","BEIJING, CH","2015-10-18","58",,
"CHM00054511","BEIJING, CH","2015-10-19","55",,
"CHM00054511","BEIJING, CH","2015-10-20","53","58",
"CHM00054511","BEIJING, CH","2015-10-21","50",,
"CHM00054511","BEIJING, CH","2015-10-22","49",,"47"
"CHM00054511","BEIJING, CH","2015-10-23","55",,
"CHM00054511","BEIJING, CH","2015-10-24","56",,
"CHM00054511","BEIJING, CH","2015-10-25","51",,
"CHM00054511","BEIJING, CH","2015-10-26","49",,
"CHM00054511","BEIJING, CH","2015-10-27","50",,
"CHM00054511","BEIJING, CH","2015-10-28","49","61",
"CHM00054511","BEIJING, CH","2015-10-29","45",,
"CHM00054511","BEIJING, CH","2015-10-30","44",,
"CHM00054511","BEIJING, CH","2015-10-31","45",,
"CHM00054511","BEIJING, CH","2015-11-01","48",,
"CHM00054511","BEIJING, CH","2015-11-02","49",,
"CHM00054511","BEIJING, CH","2015-11-03","49",,"37"
"CHM00054511","BEIJING, CH","2015-11-04","53",,
"CHM00054511","BEIJING, CH","2015-11-05","42","54",
"CHM00054511","BEIJING, CH","2015-11-06","35",,
"CHM00054511","BEIJING, CH","2015-11-07","38",,"33"
"CHM00054511","BEIJING, CH","2015-11-08","39",,
"CHM00054511","BEIJING, CH","2015-11-09","42",,"37"
"CHM00054511","BEIJING, CH","2015-11-10","42",,
"CHM00054511","BEIJING, CH","2015-11-11","44",,"42"
"CHM00054511","BEIJING, CH","2015-11-12","44",,
"CHM00054511","BEIJING, CH","2015-11-13","45",,
"CHM00054511","BEIJING, CH","2015-11-14","46",,
"CHM00054511","BEIJING, CH","2015-11-15","49",,
"CHM00054511","BEIJING, CH","2015-11-16","42",,
"CHM00054511","BEIJING, CH","2015-11-17","43",,"34"
"CHM00054511","BEIJING, CH","2015-11-18","40","41",
"CHM00054511","BEIJING, CH","2015-11-19","36",,
"CHM00054511","BEIJING, CH","2015-11-20","35",,
"CHM00054511","BEIJING, CH","2015-11-21","32",,
"CHM00054511","BEIJING, CH","2015-11-22","26","33",
"CHM00054511","BEIJING, CH","2015-11-23","25",,
"CHM00054511","BEIJING, CH","2015-11-24","20",,
"CHM00054511","BEIJING, CH","2015-11-25","19","30",
"CHM00054511","BEIJING, CH","2015-11-26","20","30",
"CHM00054511","BEIJING, CH","2015-11-27","25",,
"CHM00054511","BEIJING, CH","2015-11-28","29",,
"CHM00054511","BEIJING, CH","2015-11-29","30",,
"CHM00054511","BEIJING, CH","2015-11-30","30","37","24"
"CHM00054511","BEIJING, CH","2015-12-01","33","38",
"CHM00054511","BEIJING, CH","2015-12-02","35","42","27"
"CHM00054511","BEIJING, CH","2015-12-03","32","37",
"CHM00054511","BEIJING, CH","2015-12-04","37",,
"CHM00054511","BEIJING, CH","2015-12-05","34",,
"CHM00054511","BEIJING, CH","2015-12-06","33",,
"CHM00054511","BEIJING, CH","2015-12-07","33",,
"CHM00054511","BEIJING, CH","2015-12-08","34",,"30"
"CHM00054511","BEIJING, CH","2015-12-09","35",,
"CHM00054511","BEIJING, CH","2015-12-10","38",,
"CHM00054511","BEIJING, CH","2015-12-11","34",,
"CHM00054511","BEIJING, CH","2015-12-12","31",,
"CHM00054511","BEIJING, CH","2015-12-13","34",,
"CHM00054511","BEIJING, CH","2015-12-14","36",,
"CHM00054511","BEIJING, CH","2015-12-15","33",,
"CHM00054511","BEIJING, CH","2015-12-16","28",,
"CHM00054511","BEIJING, CH","2015-12-17","29",,
"CHM00054511","BEIJING, CH","2015-12-18","31",,
"CHM00054511","BEIJING, CH","2015-12-19","29",,
"CHM00054511","BEIJING, CH","2015-12-20","27",,
"CHM00054511","BEIJING, CH","2015-12-21","29",,
"CHM00054511","BEIJING, CH","2015-12-22","28",,
"CHM00054511","BEIJING, CH","2015-12-23","33",,
"CHM00054511","BEIJING, CH","2015-12-24","29",,
"CHM00054511","BEIJING, CH","2015-12-25","26",,
"CHM00054511","BEIJING, CH","2015-12-26","26",,
"CHM00054511","BEIJING, CH","2015-12-27","19",,
"CHM00054511","BEIJING, CH","2015-12-28","27",,"17"
"CHM00054511","BEIJING, CH","2015-12-29","28","38",
"CHM00054511","BEIJING, CH","2015-12-30","31",,
"CHM00054511","BEIJING, CH","2015-12-31","27",,
"CHM00054511","BEIJING, CH","2016-01-01","28",,
"CHM00054511","BEIJING, CH","2016-01-02","30","46",
"CHM00054511","BEIJING, CH","2016-01-03","29","38",
"CHM00054511","BEIJING, CH","2016-01-04","28",,
"CHM00054511","BEIJING, CH","2016-01-05","24",,
"CHM00054511","BEIJING, CH","2016-01-06","28",,
"CHM00054511","BEIJING, CH","2016-01-07","27",,
"CHM00054511","BEIJING, CH","2016-01-08","23",,
"CHM00054511","BEIJING, CH","2016-01-09","26",,
"CHM00054511","BEIJING, CH","2016-01-10","26",,
"CHM00054511","BEIJING, CH","2016-01-11","20",,
"CHM00054511","BEIJING, CH","2016-01-12","24",,
"CHM00054511","BEIJING, CH","2016-01-13","23",,
"CHM00054511","BEIJING, CH","2016-01-14","28",,
"CHM00054511","BEIJING, CH","2016-01-15","30",,
"CHM00054511","BEIJING, CH","2016-01-16","26",,
"CHM00054511","BEIJING, CH","2016-01-17","18",,
"CHM00054511","BEIJING, CH","2016-01-18","14",,
"CHM00054511","BEIJING, CH","2016-01-19","17",,
"CHM00054511","BEIJING, CH","2016-01-20","21",,"15"
"CHM00054511","BEIJING, CH","2016-01-21","21",,
"CHM00054511","BEIJING, CH","2016-01-22","10",,
"CHM00054511","BEIJING, CH","2016-01-23","5",,
"CHM00054511","BEIJING, CH","2016-01-24","18",,"5"
"CHM00054511","BEIJING, CH","2016-01-25","29",,"14"
"CHM00054511","BEIJING, CH","2016-01-26","27",,
"CHM00054511","BEIJING, CH","2016-01-27","24",,
"CHM00054511","BEIJING, CH","2016-01-28","27",,
"CHM00054511","BEIJING, CH","2016-01-29","22",,
"CHM00054511","BEIJING, CH","2016-01-30","19",,
"CHM00054511","BEIJING, CH","2016-01-31","24",,
"CHM00054511","BEIJING, CH","2016-02-01","28",,
"CHM00054511","BEIJING, CH","2016-02-02","29",,
"CHM00054511","BEIJING, CH","2016-02-03","32",,"17"
"CHM00054511","BEIJING, CH","2016-02-04","32",,
"CHM00054511","BEIJING, CH","2016-02-05","30",,
"CHM00054511","BEIJING, CH","2016-02-06","30",,
"CHM00054511","BEIJING, CH","2016-02-07","33",,
"CHM00054511","BEIJING, CH","2016-02-08","40",,
"CHM00054511","BEIJING, CH","2016-02-09","36",,
"CHM00054511","BEIJING, CH","2016-02-10","37",,"23"
"CHM00054511","BEIJING, CH","2016-02-11","38",,
"CHM00054511","BEIJING, CH","2016-02-12","40",,
"CHM00054511","BEIJING, CH","2016-02-13","28",,
"CHM00054511","BEIJING, CH","2016-02-14","25",,
"CHM00054511","BEIJING, CH","2016-02-15","34",,"19"
"CHM00054511","BEIJING, CH","2016-02-16","36",,
"CHM00054511","BEIJING, CH","2016-02-17","43",,"24"
"CHM00054511","BEIJING, CH","2016-02-18","40",,
"CHM00054511","BEIJING, CH","2016-02-19","34",,
"CHM00054511","BEIJING, CH","2016-02-20","29",,
"CHM00054511","BEIJING, CH","2016-02-21","32",,"19"
"CHM00054511","BEIJING, CH","2016-02-22","36",,"24"
"CHM00054511","BEIJING, CH","2016-02-23","27",,
"CHM00054511","BEIJING, CH","2016-02-24","33",,
"CHM00054511","BEIJING, CH","2016-02-25","35",,
"CHM00054511","BEIJING, CH","2016-02-26","37",,
"CHM00054511","BEIJING, CH","2016-02-27","37",,
"CHM00054511","BEIJING, CH","2016-02-28","32",,
"CHM00054511","BEIJING, CH","2016-02-29","31",,
"CHM00054511","BEIJING, CH","2016-03-01","36",,
"CHM00054511","BEIJING, CH","2016-03-02","49",,"29"
"CHM00054511","BEIJING, CH","2016-03-03","45",,
"CHM00054511","BEIJING, CH","2016-03-04","45",,
"CHM00054511","BEIJING, CH","2016-03-05","42",,
"CHM00054511","BEIJING, CH","2016-03-06","41",,
"CHM00054511","BEIJING, CH","2016-03-07","41",,
"CHM00054511","BEIJING, CH","2016-03-08","34",,
"CHM00054511","BEIJING, CH","2016-03-09","34",,
"CHM00054511","BEIJING, CH","2016-03-10","35",,
"CHM00054511","BEIJING, CH","2016-03-11","38",,
"CHM00054511","BEIJING, CH","2016-03-12","38",,
"CHM00054511","BEIJING, CH","2016-03-13","43",,
"CHM00054511","BEIJING, CH","2016-03-14","49",,"29"
"CHM00054511","BEIJING, CH","2016-03-15","44",,
"CHM00054511","BEIJING, CH","2016-03-16","48",,
"CHM00054511","BEIJING, CH","2016-03-17","50",,
"CHM00054511","BEIJING, CH","2016-03-18","59",,"44"
"CHM00054511","BEIJING, CH","2016-03-19","49",,
"CHM00054511","BEIJING, CH","2016-03-20","52",,
"CHM00054511","BEIJING, CH","2016-03-21","57",,"37"
"CHM00054511","BEIJING, CH","2016-03-22","52",,
"CHM00054511","BEIJING, CH","2016-03-23","42",,
"CHM00054511","BEIJING, CH","2016-03-24","48",,
"CHM00054511","BEIJING, CH","2016-03-25","50",,"36"
"CHM00054511","BEIJING, CH","2016-03-26","58",,"38"
"CHM00054511","BEIJING, CH","2016-03-27","60",,
"CHM00054511","BEIJING, CH","2016-03-28","59",,
"CHM00054511","BEIJING, CH","2016-03-29","62",,"47"
"CHM00054511","BEIJING, CH","2016-03-30","57",,
"CHM00054511","BEIJING, CH","2016-03-31","64",,"47"
"CHM00054511","BEIJING, CH","2016-04-01","62",,
"CHM00054511","BEIJING, CH","2016-04-02","58",,
"CHM00054511","BEIJING, CH","2016-04-03","57",,
"CHM00054511","BEIJING, CH","2016-04-04","60",,
"CHM00054511","BEIJING, CH","2016-04-05","59",,
"CHM00054511","BEIJING, CH","2016-04-06","58",,
"CHM00054511","BEIJING, CH","2016-04-07","64",,
"CHM00054511","BEIJING, CH","2016-04-08","63",,
"CHM00054511","BEIJING, CH","2016-04-09","58",,
"CHM00054511","BEIJING, CH","2016-04-10","54",,
"CHM00054511","BEIJING, CH","2016-04-11","51",,"40"
"CHM00054511","BEIJING, CH","2016-04-12","53",,"45"
"CHM00054511","BEIJING, CH","2016-04-13","65",,"46"
"CHM00054511","BEIJING, CH","2016-04-14","61",,
"CHM00054511","BEIJING, CH","2016-04-15","62",,"47"
"CHM00054511","BEIJING, CH","2016-04-16","60",,
"CHM00054511","BEIJING, CH","2016-04-17","59",,
"CHM00054511","BEIJING, CH","2016-04-18","59",,
"CHM00054511","BEIJING, CH","2016-04-19","55",,
"CHM00054511","BEIJING, CH","2016-04-20","65",,
"CHM00054511","BEIJING, CH","2016-04-21","69",,
"CHM00054511","BEIJING, CH","2016-04-22","65",,
"CHM00054511","BEIJING, CH","2016-04-23","60",,
"CHM00054511","BEIJING, CH","2016-04-24","68",,"47"
"CHM00054511","BEIJING, CH","2016-04-25","68",,
"CHM00054511","BEIJING, CH","2016-04-26","62",,
"CHM00054511","BEIJING, CH","2016-04-27","58",,
"CHM00054511","BEIJING, CH","2016-04-28","66",,"52"
"CHM00054511","BEIJING, CH","2016-04-29","65",,
"CHM00054511","BEIJING, CH","2016-04-30","73",,"58"
"CHM00054511","BEIJING, CH","2016-05-01","76",,
"CHM00054511","BEIJING, CH","2016-05-02","53",,
"CHM00054511","BEIJING, CH","2016-05-03","68",,
"CHM00054511","BEIJING, CH","2016-05-04","72",,"48"
"CHM00054511","BEIJING, CH","2016-05-05","67",,
"CHM00054511","BEIJING, CH","2016-05-06","69",,
"CHM00054511","BEIJING, CH","2016-05-07","67",,
"CHM00054511","BEIJING, CH","2016-05-08","69",,"54"
"CHM00054511","BEIJING, CH","2016-05-09","62",,
"CHM00054511","BEIJING, CH","2016-05-10","73",,"53"
"CHM00054511","BEIJING, CH","2016-05-11","72",,
"CHM00054511","BEIJING, CH","2016-05-12","57",,
"CHM00054511","BEIJING, CH","2016-05-13","66",,"46"
"CHM00054511","BEIJING, CH","2016-05-14","55",,
"CHM00054511","BEIJING, CH","2016-05-15","62",,
"CHM00054511","BEIJING, CH","2016-05-16","73",,"52"
"CHM00054511","BEIJING, CH","2016-05-17","77",,"58"
"CHM00054511","BEIJING, CH","2016-05-18","75",,
"CHM00054511","BEIJING, CH","2016-05-19","74",,
"CHM00054511","BEIJING, CH","2016-05-20","72",,
"CHM00054511","BEIJING, CH","2016-05-21","72",,
"CHM00054511","BEIJING, CH","2016-05-22","76",,"63"
"CHM00054511","BEIJING, CH","2016-05-23","64",,
"CHM00054511","BEIJING, CH","2016-05-24","73",,"53"
"CHM00054511","BEIJING, CH","2016-05-25","71",,
"CHM00054511","BEIJING, CH","2016-05-26","76",,
"CHM00054511","BEIJING, CH","2016-05-27","74",,
"CHM00054511","BEIJING, CH","2016-05-28","76",,"60"
"CHM00054511","BEIJING, CH","2016-05-29","76",,
"CHM00054511","BEIJING, CH","2016-05-30","81",,"64"
"CHM00054511","BEIJING, CH","2016-05-31","73",,
"CHM00054511","BEIJING, CH","2016-06-01","75",,
"CHM00054511","BEIJING, CH","2016-06-02","78",,"61"
"CHM00054511","BEIJING, CH","2016-06-03","77",,"66"
"CHM00054511","BEIJING, CH","2016-06-04","77",,
"CHM00054511","BEIJING, CH","2016-06-05","75",,
"CHM00054511","BEIJING, CH","2016-06-06","75",,
"CHM00054511","BEIJING, CH","2016-06-07","72",,
"CHM00054511","BEIJING, CH","2016-06-08","77",,"64"
"CHM00054511","BEIJING, CH","2016-06-09","79",,
"CHM00054511","BEIJING, CH","2016-06-10","77",,
"CHM00054511","BEIJING, CH","2016-06-11","78",,
"CHM00054511","BEIJING, CH","2016-06-12","77",,
"CHM00054511","BEIJING, CH","2016-06-13","67",,
"CHM00054511","BEIJING, CH","2016-06-14","66",,
"CHM00054511","BEIJING, CH","2016-06-15","74",,"60"
"CHM00054511","BEIJING, CH","2016-06-16","81",,"65"
"CHM00054511","BEIJING, CH","2016-06-17","76",,
"CHM00054511","BEIJING, CH","2016-06-18","80",,
"CHM00054511","BEIJING, CH","2016-06-19","85",,"70"
"CHM00054511","BEIJING, CH","2016-06-20","81",,
"CHM00054511","BEIJING, CH","2016-06-21","81",,
"CHM00054511","BEIJING, CH","2016-06-22","82",,"73"
"CHM00054511","BEIJING, CH","2016-06-23","76",,
"CHM00054511","BEIJING, CH","2016-06-24","80",,
"CHM00054511","BEIJING, CH","2016-06-25","85",,
"CHM00054511","BEIJING, CH","2016-06-26","87",,"73"
"CHM00054511","BEIJING, CH","2016-06-27","75",,
"CHM00054511","BEIJING, CH","2016-06-28","70",,"65"
"CHM00054511","BEIJING, CH","2016-06-29","75",,
"CHM00054511","BEIJING, CH","2016-06-30","80",,
"CHM00054511","BEIJING, CH","2016-07-01","80",,
"CHM00054511","BEIJING, CH","2016-07-02","82",,"70"
"CHM00054511","BEIJING, CH","2016-07-03","82",,"74"
"CHM00054511","BEIJING, CH","2016-07-04","81",,
